"CO","tin_oxide","Benzene","Titan","NOx","Tungsten.oxide","NO2","Tungsten","Indium.oxide","Temperature","Relative.Humidity","Absolute.Humidity"
7,1148.8,45.1,1130,406.9,750.7,173.5,1722.2,1953.2,12.3,72.8,3.6
4.9,955.1,31.9,676.2,316.3,1042.8,226.5,847.2,1340.3,5.3,58.7,2.6
6.3,1255.1,38.9,911.1,239.1,952.7,125.5,1920.9,1598.3,7.4,102.6,3.5
7,1041.6,42.5,956.9,382.1,1282.6,194.2,1482.7,1587.2,9,64.4,2.9
6.7,1064.7,44.5,1097.9,184,1096.6,104.1,2020.3,1358.3,15.7,60.1,3.4
7.3,1088.5,45.3,1155.4,402.9,859.1,239.8,1675.8,1689.9,9,62,3
7.7,1345.7,48.3,1311.4,318.4,632,260.2,1980.4,2226,18.9,36.4,3.5
5.7,1006.4,33.1,786.6,274.4,1180.4,166.1,1409.2,1259.4,7.5,68.4,2.9
6.5,1060.7,41.3,942.2,462.9,1218.3,206.3,1041.1,1645,1.7,78.4,2.8
5.9,1070.8,33,617.2,325.5,1397.8,158.4,1089.4,1063.6,7.9,74,2.7
7.2,1244.6,46.9,1302.1,428.7,686,193,2295.7,1799.9,14.5,84.2,4
7.2,1190.5,47.5,1247.4,271.9,926.9,203.9,1983.1,1782.8,18.7,32.3,3.4
6.6,1227.1,39.2,950.4,336.5,897.1,244.7,1454.5,1765.2,2.6,80.1,2.7
3.5,634.8,22.1,220,225.1,1649.8,99.1,596.2,570.9,4.5,65,2.6
4.9,773,29.3,532.4,130.8,1425.7,77.6,1375.8,769.7,9.3,84.7,3.5
6.1,924.9,39.2,1008.6,354.3,887.9,230,1449.9,1584.7,15,50.1,3.3
7.3,1482.6,43.2,1068.3,409.1,864.2,208.2,1575.7,2072,0.4,107.7,2.5
9.2,1397.7,46,1104.2,605.6,679,280.1,1311,2112.5,4.6,85.7,3
7.2,1362.7,49.9,1204.3,316.7,1019.8,172.7,2212,1890.4,16.1,66.3,3.7
6.5,1016.6,36.4,869.7,368.8,1073.6,206,991.1,1387.4,3.7,72.6,2.4
6.4,1086.3,36.1,762.8,357.9,1082.5,151.9,1057.9,1552.1,3.9,89.3,2.8
8.2,1310.2,49,1194,509.3,957.9,312.3,1264.8,1958.6,6.1,63.5,2.3
6.8,1304,45,1106.8,336.7,972.2,252.9,1649.3,1503.9,9,62.4,2.9
7.1,1251.6,40,1005.1,331,937.1,246.3,1287.3,1786.6,10.3,45,2.6
5.1,938.9,31.5,629.5,292.7,1285.1,167.1,1034.4,1407.4,4.4,93.4,3
4.2,567.4,26,402.5,181.3,1545.2,139.8,742.2,771.7,8.9,45.2,2.5
7.7,1223.9,47.5,1215,399.4,755.6,210.5,1830.1,1845.4,10.7,79.3,3.4
8.4,1326,44,1103.8,367,730.8,243.2,1504.9,1838,7.8,68.3,2.8
5.9,1015.5,38.7,923.1,373.4,740.2,132.9,1301.8,1598.8,9.2,85.1,3.4
5.6,1005.7,35.1,738,275.7,1286.9,147.2,1130,864.1,6.3,48.9,2.5
7,1197.5,43.5,1095.4,455.1,683.5,224,1470,1701.8,12.7,60.4,3.1
7.7,1207.3,41.7,980.3,411.1,994.8,244.7,1310.6,1693.1,5.9,78.6,2.8
6.6,1233.7,36.1,846,429,1113.8,249.4,1097.8,1489.5,5.5,73.2,2.4
9.5,1441.9,54.9,1477.1,504.4,810.9,255,1933.1,2307.9,9.5,55.4,2.7
8.2,1330.4,51.4,1262.3,426.1,956.2,255.9,1730.3,1560.3,7.8,67.5,2.8
6.5,1182.9,38.2,866.4,336.9,1216.2,205.8,897,1573.4,-0.1,79.3,2.1
4.8,1066.5,37.3,825.2,260.7,1096.3,146.2,1655.1,1300.3,5.8,91.6,3.1
6.5,1028.9,37.9,953.6,339.6,737.1,171.4,1408,1598.7,9.6,71.7,3.2
7.7,1326.2,43.7,1155.1,416.1,707.1,266.2,1612.9,1759.8,11.1,40.8,2.6
6.4,950.6,40.5,940.6,448,1287.5,224.5,1135.4,1276.2,9.4,54.9,2.7
7.3,1349.9,45.3,1160.2,448.7,745.4,219.4,1661.1,1892.8,9.6,69.4,3.2
8.4,1451.1,51.7,1449.7,455.3,492,196.5,2036.8,2198.8,15.2,78,3.9
6.9,1129.7,39.7,937.5,317.5,961.8,212.9,1286.4,1540.5,8.6,63.2,2.8
5.4,962.4,37.5,848.6,230.7,1078.9,210.6,1399.9,1292.1,12.3,50.2,3.2
6.9,932.3,39,850.1,363.2,1292,202.3,1112.9,1136.2,9.1,43.8,2.5
8.5,1414.2,48.8,1246.8,478.2,816,235.2,1682,2004.2,8.4,72.9,3.1
3.4,616.2,25.6,417.7,137.5,1446,87.4,1202,710,9.4,92.7,3.6
5.6,1009.4,36.6,911.2,199,1207.5,149.2,1612.3,1473,13.1,52.9,3.2
10,1512,55.6,1495.6,491.9,595.9,274.9,2091.7,2327.8,12.3,64.4,2.9
8.3,1127.6,50.1,1239.5,357.7,693.3,197.7,2157.9,1843.3,10.3,80.9,3.6
3.6,730.2,28.6,500.3,293.5,1265.2,105.2,1007.1,1049.2,5.8,90.7,3.1
6.4,1158.1,41.4,1037.5,299.2,773.5,165,1545.9,1452.6,16.4,39.3,3.1
9.8,1606.8,57.8,1538.3,479.6,564.5,241.5,2026.5,2240.1,9.5,69.6,3.1
6.6,987.4,35.6,781.2,341.9,1007.4,203.1,1044.1,1419.5,3.1,77.9,2.6
6.1,1171.6,39,877.2,246.2,1048.6,142.8,1579.5,1411.6,9.5,76.4,3.1
7.9,1291.3,49,1260.6,376.2,657.8,293,1736.2,1872.4,11,50.5,2.9
8,1467.5,47.3,1199.6,515.7,925.4,234,1328.3,2054.2,1.6,91.3,2.6
8.1,1271.3,50.4,1257.2,365.8,867.7,148.7,1960.7,1791.5,12.6,69.5,3.4
8,1250,45.2,1120.7,408.5,923.6,297.4,1458.9,1561.9,5.7,52.6,2.6
5.6,1001,35.1,799.8,366.5,1127.6,147.4,1191.5,1301.8,6,93,3.3
6.9,1191.6,41,1003.8,407.1,805.9,163,1417.2,1404.5,12.8,70.8,3.4
6.3,1152.5,41.1,1022.8,286.8,1068.9,178.4,1764.1,1620.8,10.2,79.5,3.4
6.7,1179.4,45.4,1054.1,285.2,1006.8,149.5,2079.5,1210.9,15.8,76.3,4
7.4,1300.2,44.4,1141.5,358.5,894.2,249.5,1494.8,1794.9,10.8,47.2,2.9
5.6,1101.6,37.1,850.1,341.9,967,178.9,1192.7,1338.1,10.2,77.5,3.2
8.1,1414.9,43.9,1114.7,471.5,790.6,198,1623.7,2041,1.7,117.2,3.4
6.1,981.4,38.2,865.4,243.3,1071.8,184.7,1514.7,1178.3,9.2,63,3
8.9,1468.2,49.1,1272.7,564.3,661.9,283.9,1588.1,2411.1,2.5,90,2.7
6.2,1237.5,40.8,1017.7,352.1,1146.8,187.3,1716.5,1272.4,15.9,64.6,3.3
8.3,1391.8,43.4,956.6,540.4,997.9,304,903.2,1838.6,-5.9,96.8,1.9
8.8,1524.5,51.7,1367.9,345.3,823.6,215.8,2152.6,1922.4,11.4,63.7,3.2
8.6,1451.9,47.9,1276.5,458,788.8,273.5,1986.1,1841.2,12.2,63.4,3.4
8.5,1434,50.7,1324.9,348.8,1024,200.9,1924,1898.2,11.9,44.9,2.7
6.1,1053.6,35.8,720.3,478.9,1052.9,213.2,737.5,1449,2.2,70.7,2.4
4.9,733.2,35.8,702.5,306.4,1181.8,132.7,1007.5,1152.3,8.8,54.2,2.7
6.3,1054.4,38,837.2,346.1,1049.2,177.3,1101.8,1558.9,3.6,63.8,2.5
6.2,1194.8,37.4,840.8,257.8,1155.7,176.3,1496.2,1401.6,9.3,71.7,2.9
8.6,1474.1,50.4,1371.5,458.8,599.3,230.8,1773.6,2075.9,9.4,75.4,3
4.8,882.4,29.5,517.5,272.2,1298.6,124,1112.9,1222.8,9.9,92.7,3.5
5.5,1007.8,35.7,711.4,169,1260.1,134.3,1433,1114.9,7.1,79.5,3
8.8,1468.2,50.9,1316.3,435,593.5,225.9,2013,2191.8,13.7,68.3,3.5
6.8,1154.9,42,893.1,366.5,1036,229.2,1246.8,1546.2,-0.9,90.8,2.4
5.7,920,33.3,677.3,315.2,1476.5,172.7,1062.1,1255.4,7.2,69.4,2.9
5,973.5,39.6,1014.5,157.5,890.1,161.8,1542.1,1231.1,11.1,50.5,2.9
7,1006.4,39.3,866.3,440.8,1171.8,206.4,967.5,1483.5,5,70.9,2.6
3.9,841.9,26.8,426.2,203.2,1418.5,125,855.1,761.7,9.2,75,3.1
8.9,1519.7,49.7,1200.8,464,806.1,222.4,1734.4,2069.7,7.1,86.9,3.2
5.7,1070,36.8,878.1,299.8,926.6,140.4,1618,1439,13.2,76.9,3.3
6.4,1161.9,38.6,911.1,399,825.3,273.1,1128,1492.6,3.1,77.8,2.7
6.6,1402.5,42.5,1057.7,347.3,542.5,269.4,1811.6,1679,12.1,80.1,3.5
8.8,1340.9,51.9,1299.5,465.1,625.4,245.5,1717.5,2149.9,4.1,91.4,3.2
7.1,1244.6,40.8,984.6,281.2,950.2,140.8,1916,1531.2,10.4,88.5,3.7
7.1,1150.5,38.4,854.6,271.4,1120.7,162.9,1710.7,1408.5,10.7,74.4,3
7,1185.8,44.1,1019.5,416.9,856.5,245.2,1124.9,1610.8,5.2,69.7,2.7
7.3,1187.7,39.3,914.2,408.4,993.5,206.8,1201.6,1812.8,3.6,89.2,2.8
6,879,36.2,793.2,294.2,1171.4,134.3,1432.8,918.2,9,69.9,3.1
7.9,1252.5,48.2,1188,336.7,858.2,234,1845.8,1562.4,21.3,33.9,3.4
6.1,993,40.9,983.3,420.4,579.4,222.1,1303.9,1657.8,11.4,70.6,3.2
6.7,1091.1,43.5,1042.1,495.7,838.1,170.1,1266,1919.9,4.6,107.6,3.2
4.6,923.1,36.2,801.4,296.4,1066.3,110.4,1499.3,1075.2,11.4,73.4,3.3
5.3,969.4,34.5,788.8,223.7,1521.8,112.8,1917.5,967.2,19.3,73.6,4.1
7.3,1275.7,43.4,1131.8,355.2,984.3,238.6,1481.5,1568.4,9.8,62.8,2.7
4.6,639.8,27.7,463.7,132.1,1657.3,83.1,1097.4,556.1,10.9,56.7,3.1
6.5,1104.9,42.4,999.5,223.9,1015.7,179.3,1776.9,1271.4,13.1,67.4,3.4
7.5,1194.6,48.5,1310.1,449.1,671,275.1,1688.1,2043,15.3,52.1,3.6
7.7,1608.6,45,1225.6,494.2,711.7,268.5,1657.2,2277.8,2.3,93.5,2.7
5.8,1003.5,32.9,757.8,302.2,1092.9,199.3,1349.1,1291.7,10.7,73.8,3.2
5.5,937.9,34.3,788,333.3,873.6,180,1169.1,1575.1,6.2,93.1,3
8.6,1674.9,52.2,1422.6,436.6,645.4,278.6,1944,2443.4,9.6,79.8,3.3
5.2,998.4,41,994.8,146,1096.7,168.4,1914.9,1279.5,19.1,57.9,3.7
5,826.7,32,582.4,212.9,1341.8,129,957.8,989.2,6.2,59,2.5
5.6,776,35.3,808.7,288.6,1054.8,146.6,1576.1,916,17.5,55.9,3.8
7.5,1080.5,44.1,1047.6,414.1,903.5,199.9,1498.7,1680.6,9.7,72.8,3.3
8.5,1464.5,51,1235.7,491.6,566.3,216.4,1831.4,1986.2,5.9,98.2,3.4
3.5,700.5,22.4,325.3,39.9,1483.7,105,882.3,793,5.7,67.1,2.8
8.7,1471.8,51.3,1405.2,446.2,622.2,262,2080.7,1910.1,13.4,48.4,3.2
5.8,1122.4,36.3,805.6,330.2,1045.6,213.4,1151.3,1415.2,7.5,63,2.9
6.7,1043.2,40.8,953.4,324.8,1077.9,167.2,1462.3,1504.2,12.3,63.2,3.2
7.1,1256.5,50.5,1317,353.9,734.6,168,2026.5,1794.7,11.8,71.3,3.6
5.9,1052.7,38.9,890.3,378,1255,182.3,1014.5,1479,5.3,47.7,2.4
9.4,1419.6,48.7,1256.4,634.6,1070.5,290.2,1200.7,2123.7,4.9,54,2.1
4.4,899,35,687.6,238.3,1315.8,126.6,1153,1257.7,7,73.8,3
6,970.3,35.9,829,320,1065.7,213.2,1105.1,1436.3,8.1,57.4,2.7
5.4,941,36.5,792.2,257.2,1381.8,116.3,1585.1,1008,12.6,73.9,3.4
6.4,943.6,43.5,1039.4,188.5,1353.3,150.2,1863.1,1439.8,14,56,3.2
6,1030.4,42.2,1037,323.2,1207.6,167.8,1751.4,1316,13.7,77.3,3.5
4.9,815.8,28.9,485.4,291.9,1433.3,157.1,820.2,1205.5,-2.3,103.8,2.6
6.6,1274.6,40.5,1039,348.4,946.3,219.5,1775.5,1808.9,12.8,85.1,3.4
6.5,1206.1,40.5,991.5,272.7,1136.4,171.8,1788.6,1533,12.5,52.3,2.9
7.3,1131.4,44.7,1111.6,375.3,971.5,178.2,1668.7,1450.7,17.8,47,3.3
6.8,1228.4,41.5,1023.9,275.8,952,233.2,1472.2,1636.2,9.5,36.9,2.6
6.9,1266.1,46.6,1181.9,379,963,204.1,1684.4,1585,6.7,68.2,2.8
6.8,1023.9,44,1137.9,305.6,965.2,238.5,1657.7,1452.5,14.8,38.5,3
5.6,1007,32.4,705.7,285.4,1114.1,167,1182.2,1373.7,8.2,71.8,3.1
7.5,1174.6,44.7,1097.8,361.8,1044.8,248.2,1571.5,1638.8,9.4,65.2,2.9
6.6,1157.3,44.1,1099.6,330.4,874.8,178.4,1788.5,1346.9,17,43.2,3.4
8,1183,46.1,1151.4,458.1,853.6,271.9,1467.5,1748.8,9,59.4,2.7
6.7,1239,39.6,925.9,509.2,854.6,266.9,1080.8,1925,0.8,91.8,2.7
7,1213.5,42.7,1045.1,268.9,1087.6,214.1,1935.9,1508.3,14.8,61,3.3
7.2,932.2,40.1,935.2,437.8,1129,236.6,1125.4,1452.6,5.6,63.3,2.6
7.7,1381.9,44.9,1043.5,414.5,895.6,194.7,1979.9,1883.7,4.9,110.3,3.5
6.9,1061.4,38.5,835,365.3,1361.6,169.9,1176.2,1496.4,4.4,87.5,2.8
8.2,1300,50.5,1226.4,455.5,861.6,228.7,1548.6,1728.8,8.6,56.9,2.6
6.5,1078.8,39.7,986.4,446.4,881.6,237.3,1035.9,1517.4,2.3,80.8,2.3
6.4,1179.9,42.3,1041.1,353.2,1144.2,165.2,1614.8,1703.4,11.8,59.1,3.2
6,929,34.5,853.4,310.1,887.1,212.9,1261.3,1376.2,11.5,68.5,3.3
4.2,1042.2,33.6,740.6,130.6,1227.6,161.3,1473.7,1308.1,13.7,53.1,3.2
6.7,1064.6,39.9,933.1,340.4,979.2,212.9,1310.7,1262.5,5.7,70.6,2.6
6.9,1250.2,44.8,1087.3,331.4,949.8,229,1405.8,2052.2,8.5,60.2,2.7
4.5,809,28.4,513,393.1,1279.6,204.4,594.2,1178.9,0,83.1,2.3
4.8,948.1,30.5,637.6,313.8,1076.8,141.8,1026.6,1173.4,8.2,82.1,3.1
5.9,1041.3,41.1,896.9,296.2,1308.1,182,1128,1363.7,4.4,65,2.3
6,1072.6,37.2,837.2,368.7,1155.5,188.3,1132,1510,7.6,70.5,2.9
7.5,1313.8,43.9,1047.3,304.3,894.6,191.3,2009.5,1728.8,7.8,103.1,3.4
6.7,1086.7,38.1,881.1,345,1064.5,202.4,1510.7,1535.3,5.9,87.6,3.2
5.2,916.9,38.7,920.2,251,1021.8,234.7,1248.5,1228.8,12.5,23.1,2.6
9.7,1648.8,55.5,1488,539.6,626.7,259.7,1790.1,2388.2,5.9,77.7,2.9
5.3,1164.7,32.8,727.1,365,774.6,184.6,1062.4,1536.8,6.4,90.3,3.2
5.7,1061.2,39.4,873.1,320.8,1136,135.3,1199.2,1300.7,4.4,74.9,2.6
8.2,1300.1,45.6,1057.8,474.9,840.3,265.2,1145,1899.5,1.4,91,2.4
7.2,1240.8,41.4,977,266.1,911.6,169.9,1828.4,1248.1,7.1,95.9,3.4
5.7,1009.6,39.5,927.4,232.2,1072.9,129.1,1846,1412.4,16.8,52,3.7
4.5,908.3,32.3,634.5,296.7,1249.1,160.7,1253.1,1222.4,6.1,97.5,3.3
5.7,1030.5,39.8,874.9,331.6,1146.8,176.9,1590.8,1192,11.7,69.1,3.5
4.1,819.2,31.2,670.7,149,1161.3,159.1,1324.1,1201.8,16.4,47.3,3.3
3.5,574.8,24.6,357.7,121.6,1631.6,95.5,859.1,724.2,8.8,42.9,2.7
3.3,705.1,22.4,350.1,200.4,989.7,153.1,688.8,796.2,6.9,78.3,3.1
5.9,1012.2,39.7,880.4,294.3,892.7,133.8,1541.5,1165.6,7.8,89.8,3.5
6.3,1110.8,38.2,992,375.6,827.8,190.2,1408.3,1584.3,6.9,76.6,2.8
6.7,1138.8,38.8,890.7,379.9,889.9,247,1272.1,1344.7,4.2,67.4,2.5
6.2,1062.6,35.1,745.6,256.9,1072.4,175.9,1044.4,1346.2,3.8,68.3,2.5
6.2,1183.7,40.7,922.2,399.8,1000,210.1,1319.5,1767.3,7.2,80.9,2.8
5.8,975.5,34.6,751.5,370.1,1026.1,181.5,1112.9,1361.5,8.5,78.3,3.2
8.4,1342.1,47.1,1199.7,502.5,879.1,278.2,1411.2,1899.4,-0.5,98.3,2.4
6.2,934.8,37.1,873.1,310.7,1037,239,1036,1487.4,8.8,37.3,2.5
4.9,846,33.2,639,132.9,1236.8,109.8,1694.5,785.8,13.4,73.2,3.6
5.2,802.2,32.8,696.7,284.8,1109.1,155.7,1219.4,1110.3,6.1,68.1,2.8
7,1223.8,39.5,969,385.6,853.6,220.7,1336.7,1656.1,0.5,96.3,2.4
8,1217.3,45.7,1192.4,489.2,774.9,253.3,1579.3,1743,8.6,71.1,3.1
7,1145.8,43.6,984,227.1,1253.1,127.2,2164.1,1426.8,15.4,86.3,4.2
7.4,1389.5,49.7,1263.3,425,722.4,219.2,1888,1986.4,15,49.7,3.2
9.9,1678.5,56,1596.8,503.1,250.7,324.9,1644.7,2524.3,4.2,47.4,2.1
6.2,1143.1,41.1,1061.7,348.3,696.1,192.7,1590.4,1756.1,10.5,65.4,3.3
7.8,1265.9,45.8,1157.1,406,893.6,269.4,1527,1878.3,7.3,61.6,2.8
4.6,699,26.8,439.3,239,1411.9,176.3,723.2,760.5,7.3,57.7,2.8
5.2,953.3,32,648.2,127,1665.3,144,1519.6,713,10.1,70.7,2.9
8,1151.4,44.4,1003.8,476.4,1078.8,223,1325,2021.3,5.6,52.7,2.6
6.1,1010.3,37.4,836.7,299,1244.5,247.2,1156.6,1489.6,4.4,64.5,2.4
4.5,753.2,29.4,529.2,405.7,1271.5,232.8,487.8,1250,-2.4,79.4,2
7.7,1333.7,46.2,1135.9,487.7,977.4,258.5,1263.9,1714.9,2.6,74.6,2.3
4.8,880.1,32.6,717,270.3,1151.5,225.1,1204.3,1218.7,9.1,60.5,3.1
6.7,1088.8,36.5,784.5,480.1,1367.2,242.7,895,1794.4,1.7,76,2.3
6.1,960.2,36.2,797.2,337.2,1129.8,181.1,1179.7,1234,2.9,89.4,3
7,1175.7,46.5,1100.1,397.5,1147.2,119.2,1546.4,1618.2,13,65.7,3.2
8,1234.2,47.6,1236.2,451.5,942,220.6,1810.3,2007.9,9.2,68.5,3
6.6,1253.4,41.2,1092.1,391.2,672.6,242.5,1327.5,1668.1,7.1,73.1,2.8
6,1071,34.6,704.2,451.2,1223.3,242.1,956.4,1382.5,2.1,89.4,2.7
8.5,1554.8,47.9,1223,397.4,950.3,210,1791.5,1928.2,4.7,76.4,2.6
7.8,1310.8,42.7,1089.8,363.4,884.3,265.3,1356.4,1653.9,2.5,66.5,2.2
5.2,891.2,35.2,758.7,380.5,1186.3,205,869.5,1451.7,4.1,81.1,2.7
8.2,1326.2,48.8,1247.5,452.9,750.4,236.8,1714.1,1955.7,8.5,69.9,3.1
6.4,1165.3,44.7,1080.2,250.7,1016.2,161.8,2194.1,1537.1,18.7,56,3.7
8.2,1224.1,48.4,1207.7,540.9,591.3,280.9,1421.3,2095.6,7.2,63.2,2.8
5,767.1,30.3,603,148.7,1284.8,64.4,1359.8,660.9,7.7,90.8,3.2
6.9,1255,45,1072.9,417.1,804.2,199.3,1605.8,1675.3,9.5,90,3.4
6.8,1261.5,38.4,937.7,278.4,1074,198.8,1510.2,1428.5,6.5,79.4,2.7
6.7,1182.5,37.7,896.9,279.3,1092.1,186.2,1582.8,1383.6,12.4,61.4,3.2
6.5,1193,43.2,1038.4,335.5,1042.1,193,1376.9,1733.8,4.8,65.2,2.6
5.8,880.5,35.4,775.4,283.6,1420.5,129.5,1331.6,1227,9.3,70.5,3
7.3,1314.1,44.7,1066.8,463.9,944.1,259,1186.4,1772.6,-2.1,103.5,2.6
4.8,1012.1,35.1,756.6,223.8,1191.7,183.3,1512,1051.3,15.4,56.4,3.5
7.5,1250.9,44.8,1099.1,444.8,902.6,245.5,1498,1909.8,6,81.3,2.6
5.8,1016.3,36.9,767.9,347.5,1135,179.1,1113.2,1224.2,9,59.8,3
8.3,1630.4,54.3,1537.6,492.6,185,283.8,2118.7,2312.9,10,79.9,3.3
7.3,1429.1,49.4,1321.3,505.4,670.4,295.5,1661.1,2113.5,8.2,76.6,3.1
7.3,1234.1,47.2,1106.6,354.1,930.5,196.5,1836.7,1762,6,87.7,3.2
8.1,1209.1,44.6,1090,425.2,764.6,267.4,1358.1,1846.9,7.3,54.7,2.6
6.3,1256.7,39.1,888.7,259.7,1109.7,211.5,1506.2,1397.5,9.8,54.8,2.7
6.4,1153.8,43,1067,363.7,865.4,192,1571,1373.5,13.6,58.1,3.3
8.1,1332.8,49.1,1220.4,578,814.2,258.8,1428,2050.2,3.8,77.8,2.7
5.2,891.8,30.1,585.2,281.7,1150.8,193.8,819.8,1006.5,4.2,60.1,2.3
6.3,922,41.2,928.6,413.1,1183,253.5,1295.5,1634,3.8,82.2,2.6
6.2,880.9,35.9,738.8,277.8,1446.6,138.1,1411.5,957.9,12.4,68.2,3.3
8.3,1390.5,49.3,1235.4,583.3,613.7,250.5,1585.7,1875.2,12.6,74.4,3.2
2.9,710.3,22,317.8,99.3,1505.3,100.9,1131.5,614.6,13.5,60.4,3.1
4.8,914,29.7,671,304.2,1241.1,153.6,1275.3,1106.3,9.5,73.3,3.4
6.4,1129.6,39.4,883.4,315.8,1245.8,191.8,1501.2,1523.9,13,42.5,2.8
5.3,1034.9,37.4,718.5,309.6,1252.5,214.3,1171.8,1167.4,7.3,62.3,2.6
5.3,982.5,32.1,740.9,253.7,929,159.7,1270.2,1181,10.7,79,3.2
8.3,1526,48.6,1239.3,507,682.7,269.1,1511.3,2184.9,4.6,89.4,2.9
5.4,932.1,33.4,731.2,309.3,1062.1,181.4,978.8,1391.3,6.3,71.7,2.7
5,820.4,31,659.9,258,1457.2,168.1,1126.8,1068.2,13.6,43.2,3
7.5,1300,44.8,1116.3,365.1,664.4,229.9,1656.3,1949.4,11.3,65.4,3.3
4.5,867.1,36.6,838.6,153,1231.3,107.1,1757.1,1076,13.7,71.6,3.6
3.5,675.1,29.9,567.2,118.5,1285.3,129.8,1139.2,739.7,10,47.8,2.8
5.4,747.7,34,729,310.2,1411.1,192.2,1099.3,1050.1,8.7,49.8,2.5
6,943.5,37.8,914.7,294.6,1013.8,135.5,1445,1242.7,13.9,69.7,3.7
8.8,1406.3,51.9,1427.3,525.3,538.9,256.3,1692.8,2270,8.1,65.6,2.8
7.1,1244.3,37.2,835.3,382.8,939.9,276.2,1307.7,1736.5,2.5,89.7,2.8
7.3,1241.4,49,1213.8,325.3,916.3,193.8,1832.4,1796.2,19,25.3,3.2
4.1,744.7,29.6,517.7,130.1,1620.1,160.9,925.3,1064.4,1.1,62.9,2.2
10.8,1535.7,59.8,1673.7,564,700,268.9,1998,2371.1,9.6,51.5,2.6
7,1205.8,41.2,913.8,317.2,1196.7,197,1458.8,1671,7.2,60.9,2.7
5.2,893.4,29.3,571.3,271.8,1429.7,194.6,974.8,1145.1,7.9,65.9,2.9
7.1,1104.7,43.2,1032.9,480.8,929.9,184.5,1228.2,1800.3,0.8,95.2,2.7
7.1,1262.1,42.2,1023.9,274.9,866.4,222.8,1591.1,1889.7,10.9,54.7,3
4.3,921.9,30.2,601.2,212.9,1348.1,129.2,1088.3,1177.2,6,81.4,2.9
5.6,980.2,35.7,749.5,288.3,1152.5,153.9,1378.5,1170.7,3.1,99.5,3.2
4.6,806.9,34.2,741.7,329.3,909.2,207.5,1009.9,1310.7,6.8,59.5,2.9
5.6,1093.6,37.4,965.7,328.7,953,182.7,1417.8,1509.2,9.6,67,3
5.3,993.1,30.6,590.6,196.7,1059.9,140.3,1107.4,1330.8,4.1,91.9,2.8
7.7,1266.2,45.8,1101.7,478,673.6,277.6,1263.2,2031.6,0.6,88.7,2.4
6.4,1058.7,44.2,1122.4,346.9,759.2,196.8,1577.3,1643.9,16.2,59.3,3.5
7.3,1073,40.6,932.8,453.5,791.8,220.4,928.2,1500.1,1,98.5,2.9
5.7,1129.5,36.3,861.3,442.2,811,235.8,915.6,1746.4,2,83.4,2.6
5.7,961.6,37.5,832.1,212.6,1254.6,202.3,1675.2,1229.4,12.8,64.2,3.4
9.4,1458.3,56.4,1448.4,497.6,782.6,230.3,1952.3,2239.2,5.5,101.2,3.1
5,843.4,34.5,784.2,121.5,1370.8,117.1,1602.4,938.8,10.2,76.7,3.1
5.7,1120.1,39.5,893.1,276.6,982.5,100.9,1662,1392.7,16.8,57.7,3.7
7.9,1261.4,45.2,1115.5,440.9,852.9,240.4,1352.7,1609.9,10.8,48.8,2.6
6.5,1145.6,40.3,1003.5,472.5,840.6,269,1101,1514.3,7.6,53.1,2.8
3.6,552.4,28.7,521.3,167.4,1438.3,144.1,1073.5,623.4,9.3,54.3,2.7
8.4,1410.9,51.5,1373.2,419.9,624,259.3,2035.7,1841.8,14.8,52,3.1
7.2,1183.8,43.1,956.9,450.5,1055.4,200,1425.2,1856.9,5.1,87.4,2.8
6.8,1230,41.1,940.3,390.1,1192.7,191,1239.1,1623.9,1.5,76.1,2.5
6.3,964.2,37.8,812.3,346.3,1243.4,183.3,1225.1,1195.8,12.4,58.2,3.2
5.5,940,36.6,864.1,257.9,871.5,148,1513.3,1365.6,13,66.1,3.3
3,491.9,22.1,227.5,86.5,1777.9,99.7,875.8,326.8,9.8,63.9,3.3
7.2,1212.7,44.6,1114.2,393.2,745.7,222.5,1641.2,1771.2,10.2,71.7,3.2
4.9,942.7,31.2,576,270.9,1408.1,189.3,993.7,1199.6,10.4,45.1,2.8
6.5,1047,42.9,1021.3,394.3,769.5,212.6,1499.6,1715.7,7.5,82.3,3.5
6.2,1076.2,43.2,1001.5,362.6,750.8,192.8,1644,1422.7,10.6,73.7,3.4
4.9,1179.6,33.7,826.2,266.9,859.7,132.2,1464.6,1218.4,14.2,62.2,3.4
7.1,1187.6,41.8,977.1,385.3,996.7,185.8,1516.7,1826.1,12.7,62.1,3.3
6.8,1295.6,40.7,1024.2,299.4,876.8,201.3,1473.4,1753.1,11.6,44.3,2.7
7.2,1429.6,49.4,1248,375.2,830,180.2,1967.3,1884.4,12.9,74.1,3.5
5.9,765.7,37.9,870,287.9,988.9,181,1386.4,1318.8,12.8,53.8,3.2
8.7,1502.2,56.2,1435.8,380.3,868.7,167.5,2457.4,1853.5,11.5,88.8,3.7
4.9,888.4,32.5,759.5,237.9,1002.5,273.1,688.5,1219.1,8,30.5,2.3
7.4,1197.4,45.2,1164.5,468.4,823.7,261,1600.8,2008.9,8.5,63.1,2.7
8,1375.6,49.9,1301,454,701.4,217.7,1950,1980.6,13.4,84.5,3.5
5.9,1054.7,38.6,928,247.7,1040.7,182.3,1603.1,1439.4,15.5,48.7,3.2
4.2,688.4,28.4,538.5,118.8,1263,98.7,1146.1,702.2,15.4,43.3,3.1
4.7,474.1,30,545,358.2,1404.3,170.2,706.4,712.7,6.4,55.4,2.6
